Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	PDB	Subcellular location [CC]	Transmembrane
Q9C000	reviewed	NLRP1_HUMAN	NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	Homo sapiens (Human)	1473	TISSUE SPECIFICITY: Widely expressed (PubMed:11113115, PubMed:17164409). Abundantly expressed in primary immune cells (isoform 1 and isoform 2), including in neutrophils, monocytes/macrophages, dendritic cells (mostly Langerhans cells), and B- and T-lymphocytes (at protein level) (PubMed:15285719, PubMed:17164409). Strongly expressed in epithelial cells lining the glandular epithelium, such as that of the gastrointestinal tract (stomach, small intestine, colon), the respiratory tract (trachea and bronchi), and the endometrial and endocervical glands, gallbladder, prostate, and breast (at protein level). In testis, expressed in spermatogonia and primary spermatocytes, but not in Sertoli cells (at protein level). In the brain, expressed in neurons, in particular in pyramidal ones and in oligodendrocytes, but not detected in microglia (at protein level) (PubMed:17164409). Expressed in adult and fetal ocular tissues, including in adult and 24-week old fetal choroid, sclera, cornea, and optic nerve, as well as in adult retina and fetal retina/retinal pigment epithelium (PubMed:23349227). Highly expressed in the skin throughout the epidermis and in dermal fibroblasts, in both glabrous skin and plantar skin. It is detected in keratinocytes, but not in melanocytes. Expressed in epidermal appendages such as hair follicles (PubMed:27662089). {ECO:0000269|PubMed:11113115, ECO:0000269|PubMed:15285719, ECO:0000269|PubMed:17164409, ECO:0000269|PubMed:23349227, ECO:0000269|PubMed:27662089}.	1PN5;3KAT;4IFP;4IM6;5Y3S;6K7V;6X6C;6XKK;7WGE;8ZGD;	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17418785}. Cytoplasm {ECO:0000269|PubMed:17164409}. Nucleus {ECO:0000269|PubMed:17164409}. Note=Nucleocytoplasmic distribution in lymphoid organs (probably in T-cells) and in neurons. In epithelial cells, predominantly cytoplasmic. {ECO:0000269|PubMed:17164409}.; SUBCELLULAR LOCATION: [NACHT, LRR and PYD domains-containing protein 1, C-terminus]: Inflammasome {ECO:0000269|PubMed:12191486, ECO:0000269|PubMed:22665479, ECO:0000269|PubMed:30291141, ECO:0000269|PubMed:33420028, ECO:0000269|PubMed:33420033}.; SUBCELLULAR LOCATION: [NACHT, LRR and PYD domains-containing protein 1, N-terminus]: Nucleus {ECO:0000269|PubMed:35618833}. Note=(Microbial infection) Interaction with human herpes virus 8/HHV-8 proteins ORF45 promotes translocation of the N-terminal part of NLRP1 into the nucleus, relieving autoinhibition of the NLRP1 inflammasome and leading to its activation. {ECO:0000269|PubMed:35618833}.	
Q9C0F3	reviewed	ZN436_HUMAN	Zinc finger protein 436	ZNF436 KIAA1710	Homo sapiens (Human)	470	TISSUE SPECIFICITY: Expressed in fetal brain, heart, liver, spleen, bladder, lung, skin, skeletal muscle, stomach and pancreas. {ECO:0000269|PubMed:17089209}.		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17089209}.	
Q9H0S4	reviewed	DDX47_HUMAN	Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)	DDX47	Homo sapiens (Human)	455	TISSUE SPECIFICITY: Expressed in skin, lung and breast. Also expressed in the brain. {ECO:0000269|PubMed:31256877}.	3BER;	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:16963496}. Note=Localizes in the nucleolar-organizing region during ribosome biogenesis.	
Q9H190	reviewed	SDCB2_HUMAN	Syntenin-2 (Similar to TACIP18) (SITAC) (Syndecan-binding protein 2)	SDCBP2 SITAC18	Homo sapiens (Human)	292	TISSUE SPECIFICITY: Preferentially expressed in cells of the digestive tract (PubMed:11102519). Low expression in skeletal muscle and kidney (PubMed:11102519). Detected in differentiated keratinocytes of normal and malignant epithelium (PubMed:22623796). In healthy skin, expression is localized in suprabasal epidermal layers (PubMed:22623796). {ECO:0000269|PubMed:11102519, ECO:0000269|PubMed:22623796}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15961997}. Nucleus, nucleolus {ECO:0000269|PubMed:15961997, ECO:0000269|PubMed:23300061}. Nucleus, nucleoplasm {ECO:0000269|PubMed:23300061}. Cell membrane {ECO:0000269|PubMed:15961997}. Nucleus speckle {ECO:0000269|PubMed:15961997}. Note=Associates with intracellular membranes and enriched in the apical region of the cell and in intracellular compartments (PubMed:11102519). Colocalizes with TM4SF1 in the apical region of the cell (PubMed:11102519). Predominantly targeted to nuclear PIP2 pools. Shuttles between several subcellular compartments (PubMed:15961997). PIP2 plays an important role in the distribution of SDCBP2 (PubMed:23300061). {ECO:0000269|PubMed:11102519, ECO:0000269|PubMed:15961997, ECO:0000269|PubMed:23300061}.	
Q9H1E1	reviewed	RNAS7_HUMAN	Ribonuclease 7 (RNase 7) (EC 3.1.27.-) (Skin-derived antimicrobial protein 2) (SAP-2)	RNASE7 UNQ2516/PRO6006	Homo sapiens (Human)	156	TISSUE SPECIFICITY: Expressed in collecting ducts in kidney, and in apical uroepithelium in bladder (at protein level) (PubMed:25075772). Expressed in various epithelial tissues including skin, respiratory tract, genito-urinary tract and, at a low level, in the gut (PubMed:12244054). Expressed in liver, kidney, skeletal muscle and heart (PubMed:12527768). {ECO:0000269|PubMed:12244054, ECO:0000269|PubMed:12527768, ECO:0000269|PubMed:25075772}.	2HKY;	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:12244054, ECO:0000269|PubMed:25075772}. Note=Detected in urine. {ECO:0000269|PubMed:25075772}.	
Q9H1Y3	reviewed	OPN3_HUMAN	Opsin-3 (Encephalopsin) (Panopsin)	OPN3 ECPN	Homo sapiens (Human)	402	TISSUE SPECIFICITY: Expressed in tracheal airway smooth muscle (at protein level) (PubMed:30284927). Expressed throughout the epidermis and dermis, predominantly in the basal layer on the facial and abdominal skin (at protein level) (PubMed:30168605). Expressed in dermal fibroblasts (at protein level) (PubMed:31380578). Expressed in melanocytes (at protein level) (PubMed:28842328, PubMed:31097585, PubMed:31730232). Expressed in keratinocytes (PubMed:28842328). Expressed in the retina (PubMed:30284927). {ECO:0000269|PubMed:28842328, ECO:0000269|PubMed:30168605, ECO:0000269|PubMed:30284927, ECO:0000269|PubMed:31097585, ECO:0000269|PubMed:31380578, ECO:0000269|PubMed:31730232}.		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30168605, ECO:0000269|PubMed:31097585, ECO:0000269|PubMed:31380578, ECO:0000269|PubMed:31730232}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:30168605}.	TRANSMEM 41..65; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 78..102; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 118..137; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 154..177; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 202..229; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 256..279; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 288..312; /note="Helical; Name=7"; /evidence="ECO:0000255"
Q9H201	reviewed	EPN3_HUMAN	Epsin-3 (EPS-15-interacting protein 3)	EPN3	Homo sapiens (Human)	632	TISSUE SPECIFICITY: Detected in migrating keratinocytes from wounded skin, but not in differentiating keratinocytes or in normal skin. Detected in chronic wounds, basal cell carcinoma and ulcerative colitis. {ECO:0000269|PubMed:11359770}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11359770}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11359770}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:11359770}. Nucleus {ECO:0000305|PubMed:11359770}. Note=Concentrated in the perinuclear region and associated with clathrin-coated vesicles close to the cell periphery. May shuttle to the nucleus.	
Q9H239	reviewed	MMP28_HUMAN	Matrix metalloproteinase-28 (MMP-28) (EC 3.4.24.-) (Epilysin)	MMP28 MMP25 UNQ1893/PRO4339	Homo sapiens (Human)	520	TISSUE SPECIFICITY: Expressed at high levels in testes and lung. Low levels are detected in kidney, pancreas and skin. Also expressed in fetal lung, brain, skeletal muscle and kidney. Expressed selectively in keratinocytes. Widely expressed in several carcinomas as well. Is up-regulated in response to injury in the skin.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.	
Q9H2A9	reviewed	CHST8_HUMAN	Carbohydrate sulfotransferase 8 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 1) (GalNAc-4-ST1) (GalNAc4ST-1) (N-acetylgalactosamine-4-O-sulfotransferase 1)	CHST8	Homo sapiens (Human)	424	TISSUE SPECIFICITY: Predominantly expressed in pituitary gland. In brain, it is expressed in pituitary gland, cerebellum, medulla oblongata, pons, thalamus and spinal cord. Expressed in the epidermis. Expressed at lower level in lung, spleen, adrenal gland, placenta, prostate, testis, mammary gland and trachea. {ECO:0000269|PubMed:10988300, ECO:0000269|PubMed:11001942, ECO:0000269|PubMed:11445554, ECO:0000269|PubMed:22289416}.		SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.	TRANSMEM 11..31; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"
Q9H307	reviewed	PININ_HUMAN	Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)	PNN DRS MEMA	Homo sapiens (Human)	717	TISSUE SPECIFICITY: Expressed in placenta, lung, liver, kidney, pancreas, spleen, thymus, prostate, testis, ovary, small intestine, colon, heart, epidermis, esophagus, brain and smooth and skeletal muscle. Expressed strongly in melanoma metastasis lesions and advanced primary tumors. {ECO:0000269|PubMed:10095061, ECO:0000269|PubMed:8922384, ECO:0000269|PubMed:9447706}.		SUBCELLULAR LOCATION: Nucleus speckle. Cell junction, desmosome. Note=Cell-cell contact area, predominantly desmosome of intercellular adherens junction. Not a nucleocytoplasmic shuttling protein.	
Q9H3D4	reviewed	P63_HUMAN	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	Homo sapiens (Human)	680	TISSUE SPECIFICITY: Widely expressed, notably in heart, kidney, placenta, prostate, skeletal muscle, testis and thymus, although the precise isoform varies according to tissue type. Progenitor cell layers of skin, breast, eye and prostate express high levels of DeltaN-type isoforms. Isoform 10 is predominantly expressed in skin squamous cell carcinomas, but not in normal skin tissues. {ECO:0000269|PubMed:11248048, ECO:0000269|PubMed:9774969}.	1RG6;2NB1;2RMN;2Y9T;2Y9U;3QYM;3QYN;3US0;3US1;3US2;3ZY0;3ZY1;4A9Z;6FGN;6RU6;6RU7;6RU8;7Z71;7Z72;7Z73;7Z7E;8P9C;8P9D;8P9E;9GFO;	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12446779, ECO:0000269|PubMed:20123734}.	
Q9H4L7	reviewed	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase 1) (hHEL1)	SMARCAD1 KIAA1122	Homo sapiens (Human)	1026	TISSUE SPECIFICITY: Isoform 1 is expressed ubiquitously. Isoform 3 is expressed mainly in skin and esophagus. Expressed in fibroblasts and keratinocytes (at protein level) (PubMed:29409814). {ECO:0000269|PubMed:11031099, ECO:0000269|PubMed:21820097, ECO:0000269|PubMed:29409814}.	6H3A;6QU1;7Z36;	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Colocalizes with PCNA at replication forks during S phase. Recruited to double-strand breaks (DSBs) sites of DNA damage.	
Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261	TISSUE SPECIFICITY: Predominantly expressed in immune system, with highest levels in peripheral blood leukocytes. Expressed in spleen, thymus and lymph nodes. Expressed in T-cells as well as in monocytes, and at low level in B-cells. Also detected in placenta, prostate, skin, retina and colon.	4M4Z;	SUBCELLULAR LOCATION: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane. Cytoplasmic vesicle. Note=Localized to the plasma membrane and intracellular vesicles, including late endosomal vesicles.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}. Note=May be cytoplasmic and is not localized to membranes.	
Q9H7N4	reviewed	SFR19_HUMAN	Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related and CTD-associated factor 1) (SR-related-CTD-associated factor) (SCAF) (Serine arginine-rich pre-mRNA splicing factor SR-A1) (SR-A1)	SCAF1 SFRS19 SRA1	Homo sapiens (Human)	1312	TISSUE SPECIFICITY: Ubiquitous. Highly expressed in fetal brain and liver, poorly expressed in salivary gland, heart, skin and ovary. Expressed in colorectal carcinomas and ovarian cancers. Overexpressed in colorectal carcinomas as compared to normal colonic mucosa. {ECO:0000269|PubMed:11461075, ECO:0000269|PubMed:15493872, ECO:0000269|PubMed:16631123, ECO:0000269|PubMed:17132108}.		SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	
Q9HBX9	reviewed	RXFP1_HUMAN	Relaxin receptor 1 (Leucine-rich repeat-containing G-protein coupled receptor 7) (Relaxin family peptide receptor 1)	RXFP1 LGR7	Homo sapiens (Human)	757	TISSUE SPECIFICITY: Expressed in the brain, kidney, testis, placenta, uterus, ovary, adrenal, prostate, skin and heart. Not detected in spleen. {ECO:0000269|PubMed:16051677}.	2JM4;2M7P;7TMW;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16051677}; Multi-pass membrane protein {ECO:0000269|PubMed:16051677}.	TRANSMEM 410..430; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 444..464; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 487..507; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 528..548; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 578..598; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 630..650; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 652..672; /note="Helical; Name=7"; /evidence="ECO:0000255"
Q9HCS4	reviewed	TF7L1_HUMAN	Transcription factor 7-like 1 (HMG box transcription factor 3) (TCF-3)	TCF7L1 TCF3	Homo sapiens (Human)	588	TISSUE SPECIFICITY: Detected in hair follicles and skin keratinocytes, and at lower levels in stomach epithelium. {ECO:0000269|PubMed:9916915}.		SUBCELLULAR LOCATION: Nucleus.	
Q9HD42	reviewed	CHM1A_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	Homo sapiens (Human)	196	TISSUE SPECIFICITY: Expressed in placenta, cultured skin fibroblasts and in osteoblast cell line MG-63. {ECO:0000269|PubMed:8863740}.	2JQ9;2YMB;4A5X;	SUBCELLULAR LOCATION: Cytoplasm. Endosome membrane; Peripheral membrane protein. Nucleus matrix. Note=The cytoplasmic form is partially membrane-associated and localizes to early endosomes. The nuclear form remains associated with the chromosome scaffold during mitosis. On overexpression, it localizes to nuclear bodies characterized by nuclease-resistant condensed chromatin.	
Q9N2K0	reviewed	ENH1_HUMAN	HERV-H_2q24.3 provirus ancestral Env polyprotein (Env protein HERV-H/p62) (Env protein HERV-H19) (Env protein HERV-Hcl.3) (Envelope polyprotein) (HERV-H/env62) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]		Homo sapiens (Human)	584	TISSUE SPECIFICITY: Low expression in skin and testis. No expression in several cell lines. {ECO:0000269|PubMed:12970426}.		SUBCELLULAR LOCATION: Virion.; SUBCELLULAR LOCATION: [Transmembrane protein]: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	TRANSMEM 524..544; /note="Helical"; /evidence="ECO:0000255"
Q9NNX1	reviewed	TUFT1_HUMAN	Tuftelin	TUFT1	Homo sapiens (Human)	390	TISSUE SPECIFICITY: Expressed in the epidermis (at protein level) (PubMed:36689522). Present in the extracellular enamel and is mainly associated with the crystal component. {ECO:0000269|PubMed:1874744, ECO:0000269|PubMed:36689522}.		SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P27628}. Note=Secreted at a very early stage of enamel formation, concentrated at the dentin-enamel junction and tightly bound to the surface of the growing crystallites. {ECO:0000250|UniProtKB:P27628}.	
Q9NP60	reviewed	IRPL2_HUMAN	X-linked interleukin-1 receptor accessory protein-like 2 (IL-1 receptor accessory protein-like 2) (IL-1-RAPL-2) (IL-1RAPL-2) (IL1RAPL-2) (EC 3.2.2.6) (IL1RAPL-2-related protein) (Interleukin-1 receptor 9) (IL-1R-9) (IL-1R9) (Three immunoglobulin domain-containing IL-1 receptor-related 1) (TIGIRR-1)	IL1RAPL2 IL1R9	Homo sapiens (Human)	686	TISSUE SPECIFICITY: Detected at low levels in fetal and adult brain, in particular in the frontal lobe, temporal lobe and cerebellum. Detected at very low levels in skin, liver, fetal ovary and in placenta. {ECO:0000269|PubMed:10882729, ECO:0000269|PubMed:11031108, ECO:0000269|PubMed:11587848}.	7FD3;7SZL;	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	TRANSMEM 355..375; /note="Helical"; /evidence="ECO:0000255"
Q9NPH3	reviewed	IL1AP_HUMAN	Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3)	IL1RAP C3orf13 IL1R3	Homo sapiens (Human)	570	TISSUE SPECIFICITY: Detected in liver, skin, placenta, thymus and lung. Isoform 4 is predominantly expressed in brain. Overexpressed on candidate chronic myeloid leukemia (CML) stem cells, hematopoietic stem cells and mononuclear cells of patients with acute myeloid leukemia (AML). Overexpressed in patients with chronic obstructive pulmonary disease (COPD). Expressed in T-helper 1 (Th1) and T-helper 2 (Th2) cell subsets (PubMed:10653850). {ECO:0000269|PubMed:10653850, ECO:0000269|PubMed:12530978, ECO:0000269|PubMed:19481478, ECO:0000269|PubMed:20805474, ECO:0000269|PubMed:22723552, ECO:0000269|PubMed:23479569, ECO:0000269|PubMed:25595648}.	3O4O;4DEP;7FCC;	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted.	TRANSMEM 368..388; /note="Helical"; /evidence="ECO:0000255"
Q9NRJ3	reviewed	CCL28_HUMAN	C-C motif chemokine 28 (Mucosae-associated epithelial chemokine) (MEC) (Protein CCK1) (Small-inducible cytokine A28)	CCL28 SCYA28	Homo sapiens (Human)	127	TISSUE SPECIFICITY: Preferentially expressed by epithelial cells of diverse tissues including normal and pathological colon, salivary gland, mammary gland, trachea and rectum. Also found in prostate, spleen, thyroid, psoriasis skin and in lower levels in peripheral blood leukocytes, small intestine, Peyer patches, stomach and normal skin.	6CWS;	SUBCELLULAR LOCATION: Secreted.	
Q9NS56	reviewed	TOPRS_HUMAN	E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)	TOPORS LUN TP53BPL	Homo sapiens (Human)	1045	TISSUE SPECIFICITY: Expressed at highest levels in testis and at lower levels in adrenal gland, bone marrow, brain, colon, heart, kidney, liver, muscle, ovary, pancreas, placenta, prostate, skeletal muscle, skin, small intestine, spleen, stomach, testis, thymus, thyroid and uterus. Expressed in the alveolar epithelium of the lung. Expression is commonly decreased in colon adenocarcinomas and lung cancers. {ECO:0000269|PubMed:10415337, ECO:0000269|PubMed:11278651, ECO:0000269|PubMed:15107820}.		SUBCELLULAR LOCATION: Nucleus. Nucleus, PML body. Note=Localizes to discrete nuclear foci which partly overlap with PML nuclear bodies. Targeted to PML nuclear bodies upon DNA damage.	
Q9NS84	reviewed	CHST7_HUMAN	Carbohydrate sulfotransferase 7 (EC 2.8.2.-) (EC 2.8.2.17) (Chondroitin 6-sulfotransferase 2) (C6ST-2) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 5) (GST-5) (N-acetylglucosamine 6-O-sulfotransferase 4) (GlcNAc6ST-4) (Gn6st-4)	CHST7	Homo sapiens (Human)	486	TISSUE SPECIFICITY: Widely expressed. Highly expressed in heart, spleen, liver and ovary. Expressed at lower level in brain, placenta, thyroid, spinal cord and peripheral blood leukocytes. Not expressed in adult skin. {ECO:0000269|PubMed:10781596, ECO:0000269|PubMed:10913333, ECO:0000269|PubMed:10956661}.		SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.	TRANSMEM 14..34; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"
